clues,state_code,mun_code,loc_code,inst_code,est_type,typology,status_code,start_date,longitude,latitud,admin_inst,care_level,unit_stratum,last_move,claveentidad,entidad,clavejurisdicción,jurisdicción,clavemunicipio,municipio,clavelocalidad,localidad,tipodeestablecimiento,tipología,nombredelestablecimiento,unidades,e13,c1301,c1302,c1303,c1304,c1305,c1306,c1307,c1308,c1309,c1310,c1311,c1312,c1313,c1314,c1315,c1316,c1317,c1318,c1319,c1320,c1321,e14,c1400,c1401,c1402,c1403,c1404,c1405,c1406,c1408,e15,c1501,c1502,c1504,c1505,c1506,c1507,c1508,c1509,c1601,c1602,c1701,c1702,e18,c1801,c1803,c1804,c1805,c1806,c1807,c1808,c1809,c1810,c1811,c1812,c1813,c1814,c1815,c1816,c1817,c1818,c1819,c1820,c1821,c1822,c1823,c1824,c1825,c1826,e19,c1901,c1902,c1903,c1904,e20,c2001,c2002,c2003,c2004,c2005,e21,c2101,c2102,c2103,c2104,e22,c2201,c2202,c2204,e23,c2301,c2302,c2303,c2304,c2305,c2306,c2308,e24,c2401,c2402,c2403,c2404,c2405,c2406,c2407,c2408,c2409,c2410,c2411,c2412,c2413,c2414,c2415,e25,c2501,c2502,c2503,c2504,c2506,c1706,c1707,c1710,c1725,c1729,c1735,c1738,c1745,c1746,c1747,c1749,c1730,c1750
OCSSA000541,20,39,1,SSA,1,H,1,,-97.795403,17.8071,SESA,1,2,CAMBIO,20,OAXACA,5,MIXTECA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,1,HEROICA CIUDAD DE HUAJUAPAN DE LEON,CE,H,HUAJUAPAM DE LEON,1,6,5,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,18,2,0,1,15,1,1,0,0,3,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,10,0,0,1,4,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000553,20,39,14,SSA,1,A,1,,-97.817802,18.004999,SESA,1,1,CAMBIO,20,OAXACA,5,MIXTECA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,14,MAGDALENA TETALTEPEC,CE,A,MAGDALENA TETALTEPEC,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000565,20,39,22,SSA,1,A,1,,-97.800301,17.933599,SESA,1,1,CAMBIO,20,OAXACA,5,MIXTECA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,22,SANTA MARIA AYU,CE,A,STA MARIA AYU,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000570,20,41,13,SSA,1,A,1,,-96.804802,18.138,SESA,1,2,CAMBIO,20,OAXACA,1,VALLES CENTRALES,41,HUAUTLA DE JIMENEZ,13,SAN ANDRES HIDALGO,CE,A,SAN ANDRES HIDALGO,1,2,1,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000582,20,41,14,SSA,1,A,1,,-96.773102,18.1614,SESA,1,1,CAMBIO,20,OAXACA,1,VALLES CENTRALES,41,HUAUTLA DE JIMENEZ,14,SAN FELIPE,CE,A,SAN FELIPE,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000594,20,42,1,SSA,2,N,1,1990-08-01,-96.488083,17.331535,SESA,2,2,CAMBIO,20,OAXACA,3,TUXTEPEC,42,IXTLAN DE JUAREZ,1,IXTLAN DE JUAREZ,HO,N,HC IXTLAN DE JUAREZ,1,9,2,1,1,0,1,1,0,0,0,0,0,0,1,,0,1,1,0,0,0,0,14,0,3,6,0,3,0,0,2,7,0,3,2,0,2,0,0,0,3,0,1,1,32,16,2,4,3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,29,19,0,0,10,1,1,0,0,3,1,0,0,0,1,1,0,11,0,1,0,3,2,0,0,0,3,0,2,0,0,0,0,20,12,2,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,2016
OCSSA000606,20,42,1,SSA,1,P,1,1999-01-01,-96.486298,17.330799,SESA,1,2,CAMBIO,20,OAXACA,3,TUXTEPEC,42,IXTLAN DE JUAREZ,1,IXTLAN DE JUAREZ,CE,P,UM 02 IXTLAN DE JUAREZ (OPORTUNIDADES),1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000611,20,42,7,SSA,1,A,1,,-96.3228,17.437201,SESA,1,1,CAMBIO,20,OAXACA,3,TUXTEPEC,42,IXTLAN DE JUAREZ,7,SANTA CRUZ YAGAVILA,CE,A,SANTA CRUZ YAGAVILA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000623,20,42,10,SSA,1,A,1,,-96.337799,17.4314,SESA,1,1,CAMBIO,20,OAXACA,3,TUXTEPEC,42,IXTLAN DE JUAREZ,10,SANTA MARIA ZOOGOCHI,CE,A,SANTA MARIA ZOOGOCHI,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000635,20,42,12,SSA,1,A,1,,-96.326698,17.3953,SESA,1,1,CAMBIO,20,OAXACA,3,TUXTEPEC,42,IXTLAN DE JUAREZ,12,SANTO DOMINGO CACALOTEPEC,CE,A,SANTO DOMINGO CACALOTEPEC,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000640,20,43,1,SSA,2,M,1,1980-10-16,-95.013138,16.433945,SESA,2,2,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,1,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,HO,M,HG JUCHITAN DR. MACEDONIO BENITEZ FUENTES,1,8,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,1,2,0,0,0,0,60,0,21,18,8,9,0,0,4,30,13,8,4,0,0,0,0,5,0,7,2,1,54,15,7,6,6,3,1,0,3,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,40,0,0,10,30,9,5,1,2,1,0,154,114,0,0,40,12,10,2,0,5,3,1,0,0,0,1,0,38,0,11,0,11,3,0,0,0,9,3,0,1,0,0,0,124,67,8,14,14,21,1,1,3,1,0,0,0,0,0,1,0,0,2016
OCSSA000652,20,43,2,SSA,1,A,1,,-95.084999,16.2997,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,2,ALVARO OBREGON,CE,A,ALVARO OBREGON,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000664,20,43,3,SSA,1,A,1,,-94.820099,16.436399,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,3,CHICAPA DE CASTRO,CE,A,CHICAPA DE CASTRO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000676,20,43,4,SSA,1,A,1,,-94.8563,16.220301,SESA,1,1,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,4,SANTA MARIA DEL MAR,CE,A,SANTA MARIA DEL MAR,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000681,20,43,5,SSA,1,A,1,,-94.817802,16.5679,SESA,1,1,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,5,LA VENTA,CE,A,"VENTA,LA",1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000693,20,43,6,SSA,1,A,1,,-94.945198,16.554399,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,6,LA VENTOSA,CE,A,"VENTOSA,LA",1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000705,20,44,1,SSA,1,Z,1,,-95.881104,18.107599,SESA,1,2,CAMBIO,20,OAXACA,3,TUXTEPEC,44,LOMA BONITA,1,LOMA BONITA,CE,Z,LOMA BONITA,1,4,3,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,18,7,0,2,9,1,1,0,0,3,1,0,0,0,0,2,0,9,0,1,0,2,1,0,0,0,0,1,1,0,0,3,0,17,9,1,1,4,2,,1,,0,0,0,0,0,0,0,0,0,2016
OCSSA000710,20,45,1,SSA,1,A,1,,-96.822998,17.241899,SESA,1,2,CAMBIO,20,OAXACA,1,VALLES CENTRALES,45,MAGDALENA APASCO,1,MAGDALENA APASCO,CE,A,MAGDALENA APASCO,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000722,20,51,1,SSA,1,B,1,,-96.558296,16.906401,SESA,1,2,CAMBIO,20,OAXACA,6,SIERRA,51,MAGDALENA TEITIPAC,1,MAGDALENA TEITIPAC,CE,B,R 02 MAGDALENA TEITIPAC,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000734,20,52,1,SSA,1,A,1,,-95.6026,16.404301,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,52,MAGDALENA TEQUISISTLAN,1,MAGDALENA TEQUISISTLAN,CE,A,MAGDALENA TEQUISISTLAN,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000746,20,55,1,SSA,1,B,1,,-98.139603,17.8599,SESA,1,2,CAMBIO,20,OAXACA,5,MIXTECA,55,MARISCALA DE JUAREZ,1,MARISCALA DE JUAREZ,CE,B,MARISCALA DE JUAREZ,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000751,20,56,1,SSA,1,A,1,,-98.256401,16.5368,SESA,1,2,CAMBIO,20,OAXACA,4,COSTA,56,MARTIRES DE TACUBAYA,1,MARTIRES DE TACUBAYA,CE,A,MARTIRES DE TACUBAYA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000763,20,57,1,SSA,1,J,1,,-95.035698,16.8769,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,57,MATIAS ROMERO AVENDAÑO,1,MATIAS ROMERO AVENDAÑO,CE,J,MATIAS ROMERO,1,8,7,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,21,18,0,1,2,1,1,0,0,4,2,0,0,0,0,1,1,6,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,23,15,4,3,1,0,,1,0,1,0,0,0,0,0,0,0,0,2016
OCSSA000775,20,57,4,SSA,1,A,1,,-94.886398,17.102501,SESA,1,1,CAMBIO,20,OAXACA,2,ISTMO,57,MATIAS ROMERO AVENDAÑO,4,CUAUHTEMOC,CE,A,CUAHUTEMOC(COL. AGRICOLA GANADERA),1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000780,20,57,18,SSA,1,C,1,,-95.0606,17.139601,SESA,1,2,CAMBIO,20,OAXACA,2,ISTMO,57,MATIAS ROMERO AVENDAÑO,18,PALOMARES,CE,C,R 03 PALOMARES,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000792,20,57,27,SSA,1,A,1,,-95.051102,17.201401,SESA,1,1,CAMBIO,20,OAXACA,2,ISTMO,57,MATIAS ROMERO AVENDAÑO,27,TOLOSITA,CE,A,TOLOSITA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
OCSSA000804,20,58,1,SSA,1,B,1,,-96.911598,18.034599,SESA,1,2,CAMBIO,20,OAXACA,1,VALLES CENTRALES,58,MAZATLAN VILLA DE FLORES,1,MAZATLAN VILLA DE FLORES,CE,B,MAZATLAN VILLA DE FLORES,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000816,20,58,1,SSA,1,P,1,1998-03-01,-96.911598,18.034599,SESA,1,2,CAMBIO,20,OAXACA,1,VALLES CENTRALES,58,MAZATLAN VILLA DE FLORES,1,MAZATLAN VILLA DE FLORES,CE,P,UM 07 MAZATLAN VILLA DE FLORES (OPORTUNIDADES),1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000821,20,58,6,SSA,1,A,1,,-96.948601,18.0264,SESA,1,1,CAMBIO,20,OAXACA,1,VALLES CENTRALES,58,MAZATLAN VILLA DE FLORES,6,NOGALTEPEC,CE,A,NOGALTEPEC,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000833,20,58,13,SSA,1,A,1,,-96.886703,18.0133,SESA,1,1,CAMBIO,20,OAXACA,1,VALLES CENTRALES,58,MAZATLAN VILLA DE FLORES,13,SAN PEDRO,CE,A,SAN PEDRO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000850,20,59,15,SSA,1,A,1,,-96.449203,16.327499,SESA,1,1,CAMBIO,20,OAXACA,1,VALLES CENTRALES,59,MIAHUATLAN DE PORFIRIO DIAZ,15,SAN PEDRO AMATLAN,CE,A,SAN PEDRO AMATLAN,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000862,20,59,17,SSA,1,A,1,,-96.7733,16.298901,SESA,1,1,CAMBIO,20,OAXACA,1,VALLES CENTRALES,59,MIAHUATLAN DE PORFIRIO DIAZ,17,SANTA CATARINA COATLAN,CE,A,SANTA CATARINA COATLAN,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
OCSSA000874,20,60,8,SSA,1,A,1,,-96.098297,17.1411,SESA,1,1,CAMBIO,20,OAXACA,6,SIERRA,60,MIXISTLAN DE LA REFORMA,8,SANTA MARIA MIXISTLAN,CE,A,SANTA MARIA MIXISTLAN,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
