clues,state_code,mun_code,loc_code,inst_code,est_type,typology,status_code,start_date,longitude,latitud,admin_inst,care_level,unit_stratum,last_move,claveentidad,entidad,clavejurisdicción,jurisdicción,clavemunicipio,municipio,clavelocalidad,localidad,tipodeestablecimiento,tipología,nombredelestablecimiento,unidades,e13,c1301,c1302,c1303,c1304,c1305,c1306,c1307,c1308,c1309,c1310,c1311,c1312,c1313,c1314,c1315,c1316,c1317,c1318,c1319,c1320,c1321,e14,c1400,c1401,c1402,c1403,c1404,c1405,c1406,c1408,e15,c1501,c1502,c1504,c1505,c1506,c1507,c1508,c1509,c1601,c1602,c1701,c1702,e18,c1801,c1803,c1804,c1805,c1806,c1807,c1808,c1809,c1810,c1811,c1812,c1813,c1814,c1815,c1816,c1817,c1818,c1819,c1820,c1821,c1822,c1823,c1824,c1825,c1826,e19,c1901,c1902,c1903,c1904,e20,c2001,c2002,c2003,c2004,c2005,e21,c2101,c2102,c2103,c2104,e22,c2201,c2202,c2204,e23,c2301,c2302,c2303,c2304,c2305,c2306,c2308,e24,c2401,c2402,c2403,c2404,c2405,c2406,c2407,c2408,c2409,c2410,c2411,c2412,c2413,c2414,c2415,e25,c2501,c2502,c2503,c2504,c2506,c1706,c1707,c1710,c1725,c1729,c1735,c1738,c1745,c1746,c1747,c1749,c1730,c1750
ASSSA000013,1,1,1,SSA,1,T,1,2000-04-01,-102.254,21.8575,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,T,CENTRO ESTATAL DE SALUD MENTAL FAMILIAR AGUA CLARA,1,14,0,0,0,0,0,0,0,0,0,1,0,,13,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,0,0,0,20,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,20,2,0,0,6,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000025,1,1,1,SSA,2,O,1,2003-09-01,-102.2964,21.875725,SESA,3,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,HO,O,CENTENARIO HOSPITAL MIGUEL HIDALGO,1,30,0,1,1,1,1,0,2,1,1,0,2,0,0,,1,7,4,1,1,1,5,144,0,60,5,44,35,0,0,0,80,21,23,8,12,0,3,4,9,9,15,8,0,257,32,22,0,13,14,4,6,14,2,26,1,2,2,4,5,15,1,4,2,4,4,13,3,57,7,117,0,0,14,103,7,2,0,1,4,0,566,279,61,34,192,15,14,1,0,43,12,19,0,0,4,5,3,121,0,7,0,27,10,0,2,0,20,0,0,0,2,53,0,381,184,14,32,95,56,0,1,1,8,1,1,1,0,5,1,1,0,2016
ASSSA000030,1,1,1,SSA,2,M,1,2002-08-17,-102.25552,21.855709,SESA,2,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,HO,M,HOSPITAL GENERAL TERCER MILENIO,1,15,0,1,0,2,1,0,0,0,1,1,2,0,0,,1,2,3,0,0,0,1,60,0,14,0,20,20,0,6,0,36,0,20,8,0,0,0,0,8,6,10,3,0,114,21,25,0,10,16,0,2,8,0,12,0,0,0,0,1,2,1,0,0,1,0,0,0,12,3,24,0,0,16,8,10,8,1,1,0,0,220,91,27,41,61,7,6,1,0,19,5,8,0,0,1,2,3,42,0,0,1,9,1,0,1,0,13,1,0,0,0,16,0,122,85,6,6,9,16,0,1,2,9,1,1,0,0,0,0,0,0,2016
ASSSA000042,1,1,1,SSA,2,O,1,2004-06-17,-102.25253,21.85655,SESA,3,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,HO,O,HOSPITAL DE LA MUJER,1,15,0,0,5,1,0,0,0,0,0,0,0,1,1,,0,3,2,0,0,0,2,61,0,0,51,0,0,0,0,10,31,4,8,8,4,7,0,0,0,18,0,4,2,114,3,36,39,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,23,0,0,0,23,10,6,1,1,0,2,297,158,16,47,76,12,11,1,0,25,5,10,0,0,3,4,3,62,0,4,0,17,10,0,0,0,11,0,0,0,0,20,0,135,80,15,9,21,10,0,1,5,4,0,0,0,0,0,1,0,0,2016
ASSSA000054,1,1,1,SSA,2,Y,1,1989-12-17,-102.35532,21.839201,SESA,2,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,HO,Y,HOSPITAL DE PSIQUIATRIA DR. GUSTAVO LEON MOJICA GARCIA,1,20,0,0,0,0,0,1,0,0,0,4,0,0,12,,0,0,3,0,0,0,0,90,0,0,0,0,0,0,90,0,20,0,20,0,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,87,25,1,25,36,5,4,1,0,41,0,8,0,0,0,28,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,89,51,3,7,19,9,0,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000066,1,1,1,SSA,1,F,1,2002-04-17,-102.214,21.8892,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,F,CENTRO DE SALUD URBANO NORIAS DE OJOCALIENTE,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,1,0,6,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000071,1,1,1,SSA,1,G,1,1983-03-29,-102.291,21.899,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,G,CENTRO DE SALUD URBANO GREMIAL,1,6,4,0,0,0,0,2,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,4,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000083,1,1,1,SSA,1,I,1,1983-08-17,-102.268,21.9046,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,I,CENTRO DE SALUD URBANO PROGRESO,1,4,3,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,3,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000095,1,1,1,SSA,1,H,1,1986-02-01,-102.283,21.930401,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,H,CENTRO DE SALUD URBANO CONSTITUCION,1,6,4,0,0,0,0,1,0,0,0,0,0,,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,5,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000100,1,1,1,SSA,1,H,1,1983-08-01,-102.269,21.8692,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,H,CENTRO DE SALUD URBANO GOMEZ PORTUGAL,1,5,4,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,5,0,5,3,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000112,1,1,1,SSA,1,J,1,1987-04-29,-102.31,21.8505,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,J,CENTRO DE SALUD URBANO INSURGENTES,1,8,5,0,0,0,0,1,0,0,0,0,0,,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,8,4,0,0,4,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,6,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000124,1,1,1,SSA,1,H,1,1983-08-29,-102.318,21.8554,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,H,CENTRO DE SALUD URBANO LICENCIADO JOSE LOPEZ PORTILLO,1,6,4,0,0,0,0,2,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,4,0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000136,1,1,1,SSA,1,G,1,1985-05-01,-102.28,21.873301,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,G,CENTRO DE SALUD URBANO LA SALUD,1,5,4,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,4,0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000141,1,1,1,SSA,1,G,1,1984-09-01,-102.315,21.879601,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,G,CENTRO DE SALUD URBANO SAN MARCOS,1,6,4,0,0,0,0,2,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,6,0,4,3,0,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,8,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000153,1,1,1,SSA,1,I,1,1987-03-17,-102.258,21.884399,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,I,CENTRO DE SALUD URBANO OJOCALIENTE,1,6,4,0,0,0,0,2,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000165,1,1,1,SSA,1,L,1,2000-08-29,-102.255,21.8559,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,L,CENTRO DE SALUD URBANO MORELOS,1,5,4,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,8,1,0,4,0,0,0,0,4,0,1,0,0,2,0,1,5,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,9,9,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000170,1,1,1,SSA,1,L,1,1976-04-29,-102.302,21.9,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,L,CENTRO DE SALUD URBANO ARBOLEDAS,1,9,7,0,0,0,0,1,0,0,0,0,0,,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,22,8,0,8,6,0,0,0,0,4,0,1,0,0,2,0,1,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,9,9,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000182,1,1,1,SSA,1,I,1,1998-11-17,-102.257,21.9074,SESA,1,2,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,CE,I,CENTRO DE SALUD URBANO LAS CUMBRES,1,5,4,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,13,3,0,4,6,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,6,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000194,1,1,106,SSA,1,C,1,1979-11-17,-102.274,21.8008,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,106,ARELLANO,CE,C,CENTRO DE SALUD RURAL LOS ARELLANO,1,4,3,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000211,1,1,144,SSA,1,A,1,1979-02-15,-102.169,21.904301,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,144,EL COLORADO (EL SOYATAL),CE,A,CENTRO DE SALUD RURAL EL COLORADO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000223,1,1,171,SSA,1,A,1,1979-02-17,-102.161,21.7302,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,171,LOS CUERVOS (LOS OJOS DE AGUA),CE,A,CENTRO DE SALUD RURAL LOS CUERVOS,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000235,1,1,239,SSA,1,B,1,1966-10-15,-102.203,22.0009,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,239,GENERAL JOSE MARIA MORELOS Y PAVON (CAÑADA HONDA),CE,B,CENTRO DE SALUD RURAL JOSE MARIA MORELOS,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000240,1,1,315,SSA,1,B,1,1960-05-17,-102.273,21.7225,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,315,PEÑUELAS (EL CIENEGAL),CE,B,CENTRO DE SALUD RURAL PEÑUELAS,1,5,2,0,0,0,0,1,0,0,0,0,0,,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000252,1,1,355,SSA,1,B,1,1979-11-17,-102.375,21.7596,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,355,EL SALTO DE LOS SALADO,CE,B,CENTRO DE SALUD RURAL SALTO DE LOS SALADO,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000264,1,1,379,SSA,1,C,1,1978-09-15,-102.339,21.8923,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,379,SAN IGNACIO,CE,C,CENTRO DE SALUD RURAL SAN IGNACIO,1,4,3,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000276,1,1,429,SSA,1,A,1,1973-01-15,-102.116,22.049299,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,429,SANTA MARIA DE GALLARDO,CE,A,CENTRO DE SALUD RURAL SANTA MARIA DE GALLARDO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000293,1,1,541,SSA,1,A,1,1981-02-17,-102.369,21.8347,SESA,1,1,CAMBIO,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,541,CIUDAD DE LOS NIÑOS,CE,A,CENTRO DE SALUD RURAL LA CANTERA,1,2,1,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000305,1,2,1,SSA,1,C,1,1961-07-22,-102.088,22.2372,SESA,1,1,CAMBIO,1,AGUASCALIENTES,2,RINCON DE ROMOS,2,ASIENTOS,1,ASIENTOS,CE,C,CENTRO DE SALUD RURAL ASIENTOS,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000310,1,2,3,SSA,1,A,1,1971-07-22,-102.206,22.1336,SESA,1,1,CAMBIO,1,AGUASCALIENTES,2,RINCON DE ROMOS,2,ASIENTOS,3,LICENCIADO ADOLFO LOPEZ MATEOS,CE,A,CENTRO DE SALUD RURAL ADOLFO LOPEZ MATEOS,1,2,1,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000322,1,2,9,SSA,1,A,1,1974-11-22,-101.941,22.0884,SESA,1,1,CAMBIO,1,AGUASCALIENTES,2,RINCON DE ROMOS,2,ASIENTOS,9,EMANCIPACION (BORUNDA) [COLONIA],CE,A,CENTRO DE SALUD RURAL COLONIA EMANCIPACION,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000334,1,2,11,SSA,1,C,1,1962-05-22,-102.018,22.193399,SESA,1,1,CAMBIO,1,AGUASCALIENTES,2,RINCON DE ROMOS,2,ASIENTOS,11,CIENEGA GRANDE,CE,C,CENTRO DE SALUD RURAL CIENEGA GRANDE,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
ASSSA000346,1,2,21,SSA,1,A,1,1976-05-22,-101.887,22.032301,SESA,1,1,CAMBIO,1,AGUASCALIENTES,2,RINCON DE ROMOS,2,ASIENTOS,21,LAS FRAGUAS,CE,A,CENTRO DE SALUD RURAL LAS FRAGUAS,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2016
